question,answer,contexts,ground_truth,context_precision,context_recall,faithfulness,answer_relevancy,id,filters_extracted,num_chunks,generated_sql,ground_truth_nl
What is the highest optical magnification ratio supported by the 16K 3.5 micron lenses?,"SELECT MAX(magnification_max) AS max_magnification_ratio
FROM line_scan_lens_16k3_5u;","['[Table: line_scan_lens_16k3_5u] Query Type: Working Distance Search. Natural Language: List all 16K 3.5µm lenses with a working distance of at least 200 mm. Engineering Reasoning: Filter on `wd_mm` to find lenses for large-standoff mounting configurations. SQL: SELECT model_name, wd_mm, focus_length_mm\nFROM line_scan_lens_16k3_5u\nWHERE wd_mm >= 200;'
 '[Table: line_scan_lens_16k3_5u] Optical Attributes (aliases/synonyms: focal length, aperture, F-number, f-stop, distortion, warping, FOV, field of view, magnification, brightness, speed): focus_length_mm: Focal length of the lens in millimeters | f_no_min: Minimum F-number (widest aperture) | f_no_max: Maximum F-number (smallest aperture) | tv_distortion_percent: TV distortion value in percent | fov_degrees: Field of view expressed in degrees | fov_mm: Field of view expressed in millimeters | magnification_min: Minimum optical magnification ratio | magnification_max: Maximum optical magnification ratio | relative_illuminance_percent: Relative illuminance at field edge as percentage of center'
 '[Table: line_scan_lens_16k3_5u] Query Type: Compatibility Reasoning. Natural Language: Which 16K 3.5µm lenses support sensors larger than 55 mm and have a filter thread available? Engineering Reasoning: Filter `max_image_size_value` for large format sensor coverage. Filter `filter_thread_raw` for non-null values indicating filter support. SQL: SELECT model_name, max_image_size_value, filter_thread_raw\nFROM line_scan_lens_16k3_5u\nWHERE max_image_size_value > 55\n  AND filter_thread_raw IS NOT NULL;'
 '[Table: line_scan_lens_16k3_5u] Query Type: Specification Lookup. Natural Language: Show all 16K 3.5µm lenses with their focal length, angular field of view, and price. Engineering Reasoning: Select `focus_length_mm`, `fov_degrees`, and `list_price` alongside `model_name`. SQL: SELECT model_name, focus_length_mm, fov_degrees, list_price\nFROM line_scan_lens_16k3_5u;'
 '[Table: line_scan_lens_16k3_5u] Query Type: Attribute Filtering. Natural Language: Find 16K 3.5µm lenses with TV distortion less than 0.05%. Engineering Reasoning: Filter on `tv_distortion_percent` with a low threshold for precision inspection applications. SQL: SELECT model_name, tv_distortion_percent, tv_distortion_operator\nFROM line_scan_lens_16k3_5u\nWHERE tv_distortion_percent < 0.05;']","The query selects the model name and maximum magnification ratio from the 16K 3.5 micron lens table, orders the results by maximum magnification in descending order, and returns only the top result.",0.49999999995,0.0,0.0,0.8374799067332069,q11_high_magnification,"{""resolution_target"": ""16K"", ""pixel_pitch_um"": 3.5}",5.0,"SELECT MAX(magnification_max) AS max_magnification_ratio
FROM line_scan_lens_16k3_5u;","The query selects the model name and maximum magnification ratio from the 16K 3.5 micron lens table, orders the results by maximum magnification in descending order, and returns only the top result."
List all 8K 7u lenses that weigh more than 400 grams.,"SELECT model_name, weight_g
FROM line_scan_lens_8k7u
WHERE weight_g > 400;","['[Table: line_scan_lens_8k7u] Query Type: Attribute Filtering. Natural Language: Find 8K 7µm lenses with an outer diameter of 60 mm or less and weight under 400 g. Engineering Reasoning: Filter `size_diameter_mm` and `weight_g` for compact, lightweight options. SQL: SELECT model_name, size_diameter_mm, weight_g\nFROM line_scan_lens_8k7u\nWHERE size_diameter_mm <= 60\n  AND weight_g < 400;'
 '[Table: line_scan_lens_8k7u] Dimension Attributes (aliases/synonyms: price, cost, weight, mass, diameter, width, size, length, compact, heavy): list_price: Catalogue price | size_diameter_mm: Physical outer diameter in millimeters | size_length_min_mm: Minimum physical length of the lens in millimeters | weight_g: Physical weight in grams'
 '[Table: line_scan_lens_8k7u] Query Type: Compatibility Reasoning. Natural Language: Which 8K 7µm lenses have a maximum F-number above 16 and support sensor sizes larger than 40 mm? Engineering Reasoning: Filter `f_no_max` for lenses with a wide aperture range. Filter `max_image_size_value` for large sensor coverage. SQL: SELECT model_name, f_no_max, max_image_size_value\nFROM line_scan_lens_8k7u\nWHERE f_no_max > 16\n  AND max_image_size_value > 40;'
 '[Table: line_scan_lens_8k7u] Query Type: Working Distance Search. Natural Language: Show 8K 7µm lenses with working distance between 80 mm and 200 mm. Engineering Reasoning: Range filter on `wd_mm`. SQL: SELECT model_name, wd_mm, focus_length_mm\nFROM line_scan_lens_8k7u\nWHERE wd_mm BETWEEN 80 AND 200;'
 '[Table: line_scan_lens_8k7u] Query Type: Specification Lookup. Natural Language: List all 8K 7µm lenses with focal length, angular field of view, and flange distance. Engineering Reasoning: Select the key specification columns for all models. SQL: SELECT model_name, focus_length_mm, fov_degrees, flange_distance\nFROM line_scan_lens_8k7u;']",Select the model names and weights of all 8K 7u lenses weighing more than 400 grams.,0.49999999995,1.0,0.5,0.834501462257669,q12_heavy_lens_filtering,"{""resolution_target"": ""8K"", ""pixel_pitch_um"": 7.0}",5.0,"SELECT model_name, weight_g
FROM line_scan_lens_8k7u
WHERE weight_g > 400;",Select the model names and weights of all 8K 7u lenses weighing more than 400 grams.
Compare the angular field of view and linear field of view for 16K 5u lenses.,"SELECT model_name, fov_degrees, fov_mm
FROM line_scan_lens_16k5u;","['[Table: line_scan_lens_16k5u] Optical Attributes (aliases/synonyms: focal length, aperture, F-number, f-stop, distortion, warping, FOV, field of view, magnification, brightness, speed): focus_length_mm: Focal length of the lens in millimeters | f_no_min: Minimum F-number (widest aperture) | f_no_max: Maximum F-number (smallest aperture) | tv_distortion_percent: TV distortion in percent | fov_degrees: Field of view in degrees (angular) | fov_mm: Field of view in millimeters (linear) at the object plane | magnification_min: Minimum optical magnification ratio | magnification_max: Maximum optical magnification ratio'
 '[Table: line_scan_lens_16k5u] Query Type: Specification Lookup. Natural Language: List all 16K 5µm line scan lenses with their focal length, field of view in degrees, and weight. Engineering Reasoning: Select the four relevant columns for all models. SQL: SELECT model_name, focus_length_mm, fov_degrees, weight_g\nFROM line_scan_lens_16k5u;'
 '[Table: line_scan_lens_16k5u] Query Type: Working Distance Search. Natural Language: Show 16K 5µm lenses where working distance is between 150 mm and 400 mm. Engineering Reasoning: Range filter on `wd_mm` for mid-range standoff mounting configurations. SQL: SELECT model_name, wd_mm, focus_length_mm\nFROM line_scan_lens_16k5u\nWHERE wd_mm BETWEEN 150 AND 400;'
 '[Table: line_scan_lens_16k5u] Query Type: Compatibility Reasoning. Natural Language: Which 16K 5µm lenses support F-numbers below 4 and have a maximum image size above 60 mm? Engineering Reasoning: Filter `f_no_min` for fast aperture lenses. Filter `max_image_size_value` for large sensor coverage. SQL: SELECT model_name, f_no_min, max_image_size_value\nFROM line_scan_lens_16k5u\nWHERE f_no_min < 4\n  AND max_image_size_value > 60;'
 '[Table: line_scan_lens_16k5u] Query Type: Ambiguous Engineering Terminology. Natural Language: What is ""flange distance"" and how does it compare to working distance for these lenses? Engineering Reasoning: `flange_distance` is the camera-side optical distance (lens flange to image sensor). `wd_mm` is the object-side distance (lens front to target). Showing both reveals the full optical conjugate layout. SQL: SELECT model_name, wd_mm, flange_distance\nFROM line_scan_lens_16k5u;']","Retrieve the model name, angular field of view in degrees, and linear field of view in millimeters for all 16K 5u lenses.",0.9999999999,0.0,0.0,0.518812543941387,q13_fov_terminology,"{""resolution_target"": ""16K"", ""pixel_pitch_um"": 5.0}",5.0,"SELECT model_name, fov_degrees, fov_mm
FROM line_scan_lens_16k5u;","Retrieve the model name, angular field of view in degrees, and linear field of view in millimeters for all 16K 5u lenses."
Which 8K 5 micron lenses have a flange distance of exactly 12mm?,"SELECT model_name, wd_mm, focus_length_mm, flange_distance
FROM line_scan_lens_8k5u
WHERE flange_distance = 12;","['[Table: line_scan_lens_8k5u] Query Type: Working Distance Search. Natural Language: Show all 8K 5µm lenses with working distance greater than 200 mm. Engineering Reasoning: Filter `wd_mm` for long-range mounting requirements. SQL: SELECT model_name, wd_mm, focus_length_mm\nFROM line_scan_lens_8k5u\nWHERE wd_mm > 200;'
 '[Table: line_scan_lens_8k5u] Query Type: Compatibility Reasoning. Natural Language: Which 8K 5µm lenses have a diameter under 60 mm and support a filter thread? Engineering Reasoning: Filter `size_diameter_mm` for compact form factor. Filter `filter_thread_raw` for filter support. SQL: SELECT model_name, size_diameter_mm, filter_thread_raw\nFROM line_scan_lens_8k5u\nWHERE size_diameter_mm < 60\n  AND filter_thread_raw IS NOT NULL;'
 '[Table: line_scan_lens_8k5u] Conjugate & Mount Attributes (aliases/synonyms: WD, standoff, clearance, working distance, track length, conjugate, mount, thread, flange): wd_mm: Working distance from lens to target in millimeters | o_i: Object-to-image distance or total conjugate | flange_distance: Camera flange to sensor distance in millimeters | mount_raw: Raw text of camera mount type | filter_thread_raw: Raw text of filter thread specification'
 '[Table: line_scan_lens_8k5u] Optical Attributes (aliases/synonyms: focal length, aperture, F-number, f-stop, distortion, warping, FOV, field of view, magnification, brightness, speed): focus_length_mm: Focal length in millimeters | f_no_min: Minimum F-number (widest aperture) | f_no_max: Maximum F-number (smallest aperture) | tv_distortion_percent: TV distortion in percent | fov_mm: Field of view in millimeters (linear) | magnification_min: Minimum optical magnification ratio | magnification_max: Maximum optical magnification ratio | relative_illuminance_percent: Relative illuminance at field edge as percentage of center'
 '[Table: line_scan_lens_8k5u] Dimension Attributes (aliases/synonyms: price, cost, weight, mass, diameter, width, size, length, compact, heavy): list_price: Catalogue price | size_diameter_mm: Physical outer diameter in millimeters | size_length_min_mm: Minimum physical length of the lens in millimeters | weight_g: Physical weight in grams']",The query selects the model names and flange distances from the 8K 5 micron line scan lens catalog where the flange distance is exactly 12mm.,0.3333333333,1.0,0.5,0.6623735972331544,q14_flange_distance_exact,"{""resolution_target"": ""8K"", ""pixel_pitch_um"": 5.0}",5.0,"SELECT model_name, wd_mm, focus_length_mm, flange_distance
FROM line_scan_lens_8k5u
WHERE flange_distance = 12;",The query selects the model names and flange distances from the 8K 5 micron line scan lens catalog where the flange distance is exactly 12mm.
Find compact new series 4K 7u lenses with an outer diameter under 50mm that have a filter thread.,"SELECT model_name, outer_diameter_mm, filter_thread_raw
FROM new_series_line_scan_lens_4k7u
WHERE outer_diameter_mm < 50 AND filter_thread_raw IS NOT NULL;","['[Table: new_series_line_scan_lens_4k7u] Query Type: Working Distance Search. Natural Language: List new series 4K 7µm lenses with working distance between 50 mm and 150 mm. Engineering Reasoning: Range filter on `wd_mm` for short-to-mid range integration. SQL: SELECT model_name, wd_mm, focus_length_mm\nFROM new_series_line_scan_lens_4k7u\nWHERE wd_mm BETWEEN 50 AND 150;'
 '[Table: new_series_line_scan_lens_4k7u] Query Type: Compatibility Reasoning. Natural Language: Compare new series 4K 7µm lenses by filter thread size — which models support filters? Engineering Reasoning: Retrieve `filter_thread_raw` for all models; null values mean no filter support. SQL: SELECT model_name, filter_thread_raw, mount_raw\nFROM new_series_line_scan_lens_4k7u\nWHERE filter_thread_raw IS NOT NULL;'
 '[Table: new_series_line_scan_lens_4k7u] Conjugate & Mount Attributes (aliases/synonyms: WD, standoff, clearance, working distance, track length, conjugate, mount, thread, flange): wd_mm: Working distance from lens to target in millimeters | flange_distance: Camera flange to sensor distance in millimeters | mount_raw: Raw text of camera mount type | filter_thread_raw: Raw text of filter thread specification'
 '[Table: new_series_line_scan_lens_4k7u] Query Type: Specification Lookup. Natural Language: Show all new series 4K 7µm lenses with their angular field of view and standard magnification. Engineering Reasoning: Select `fov_degrees` and `standard_magnification` alongside the identifier. SQL: SELECT model_name, fov_degrees, standard_magnification\nFROM new_series_line_scan_lens_4k7u;'
 '[Table: new_series_line_scan_lens_4k7u] Query Type: Attribute Filtering. Natural Language: Find new series 4K 7µm lenses with relative illuminance greater than 55% and TV distortion below 0.1%. Engineering Reasoning: Combined filter on `relative_illuminance_percent` and `tv_distortion_percent`. SQL: SELECT model_name, relative_illuminance_percent, tv_distortion_percent\nFROM new_series_line_scan_lens_4k7u\nWHERE relative_illuminance_percent > 55\n  AND tv_distortion_percent < 0.1;']","The query selects the model name, outer diameter in millimeters, and filter thread information for compact new series 4K 7u lenses with an outer diameter under 50mm that have a filter thread.",0.3333333333,1.0,0.0,0.7242393121292002,q15_compact_thread_search,"{""resolution_target"": ""4K"", ""is_new_series"": true}",5.0,"SELECT model_name, outer_diameter_mm, filter_thread_raw
FROM new_series_line_scan_lens_4k7u
WHERE outer_diameter_mm < 50 AND filter_thread_raw IS NOT NULL;","The query selects the model name, outer diameter in millimeters, and filter thread information for compact new series 4K 7u lenses with an outer diameter under 50mm that have a filter thread."
Which coaxial illumination lens can be stopped down the most (smallest minimum aperture)?,"SELECT model_name, f_no_min
FROM coaxial_illumination_line_scan_lens
ORDER BY f_no_min ASC
LIMIT 1;","['[Table: coaxial_illumination_line_scan_lens] Query Type: Attribute Filtering. Natural Language: Find all coaxial illumination line scan lenses with a minimum F-number of 2.8 or lower (i.e., fast aperture lenses). Engineering Reasoning: Filter on `f_no_min` to find lenses that support wide aperture settings. Lower F-number = faster lens = better in low-light or high-speed scenarios. SQL: SELECT model_name, f_no_min, f_no_raw\nFROM coaxial_illumination_line_scan_lens\nWHERE f_no_min <= 2.8;'
 '[Table: coaxial_illumination_line_scan_lens] Query Type: Working Distance Search. Natural Language: List all coaxial illumination line scan lenses with a working distance greater than 100 mm. Engineering Reasoning: Filter on `wd_mm` to find lenses suitable for applications requiring clearance between lens and target. SQL: SELECT model_name, wd_mm, focus_length_mm\nFROM coaxial_illumination_line_scan_lens\nWHERE wd_mm > 100;'
 ""[Table: coaxial_illumination_line_scan_lens] Query Type: Compatibility Reasoning. Natural Language: Which coaxial illumination line scan lenses support a maximum image size of at least 43 mm and use a C-mount? Engineering Reasoning: Filter `max_image_size_value` for large sensor coverage. Filter `mount_raw` for C-mount compatibility. SQL: SELECT model_name, max_image_size_value, mount_raw\nFROM coaxial_illumination_line_scan_lens\nWHERE max_image_size_value >= 43\n  AND mount_raw ILIKE '%C%';""
 '[Table: coaxial_illumination_line_scan_lens] Query Type: Specification Lookup. Natural Language: What are the focal length, working distance, and weight of all coaxial illumination line scan lenses? Engineering Reasoning: Select the identifying column and the three requested specification columns. No filtering needed — return all rows. SQL: SELECT model_name, focus_length_mm, wd_mm, weight_g\nFROM coaxial_illumination_line_scan_lens;'
 '[Table: coaxial_illumination_line_scan_lens] Optical Attributes (aliases/synonyms: focal length, aperture, F-number, f-stop, distortion, warping, FOV, field of view, magnification, brightness, speed): focus_length_mm: Focal length of the lens measured in millimeters | f_no_min: Minimum (most open) F-number supported by the lens | f_no_max: Maximum (most closed) F-number supported by the lens | tv_distortion_percent: TV distortion value expressed as a percentage | magnification_min: Minimum optical magnification ratio supported | magnification_max: Maximum optical magnification ratio supported']","The query selects the model name and maximum f-number from the coaxial_illumination_line_scan_lens table, orders the results by the maximum f-number in descending order, and returns only the top result to find the lens with the smallest minimum aperture.",0.8874999999778125,1.0,0.3333333333333333,0.5591223196874989,q16_minimum_aperture_physics,"{""is_coaxial"": true}",5.0,"SELECT model_name, f_no_min
FROM coaxial_illumination_line_scan_lens
ORDER BY f_no_min ASC
LIMIT 1;","The query selects the model name and maximum f-number from the coaxial_illumination_line_scan_lens table, orders the results by the maximum f-number in descending order, and returns only the top result to find the lens with the smallest minimum aperture."
Are there any 16K 3.5u lenses with a focal length of 60mm?,"SELECT model_name
FROM line_scan_lens_16k3_5u
WHERE focus_length_mm = 60;","['[Table: line_scan_lens_16k3_5u] Query Type: Working Distance Search. Natural Language: List all 16K 3.5µm lenses with a working distance of at least 200 mm. Engineering Reasoning: Filter on `wd_mm` to find lenses for large-standoff mounting configurations. SQL: SELECT model_name, wd_mm, focus_length_mm\nFROM line_scan_lens_16k3_5u\nWHERE wd_mm >= 200;'
 '[Table: line_scan_lens_16k3_5u] Query Type: Compatibility Reasoning. Natural Language: Which 16K 3.5µm lenses support sensors larger than 55 mm and have a filter thread available? Engineering Reasoning: Filter `max_image_size_value` for large format sensor coverage. Filter `filter_thread_raw` for non-null values indicating filter support. SQL: SELECT model_name, max_image_size_value, filter_thread_raw\nFROM line_scan_lens_16k3_5u\nWHERE max_image_size_value > 55\n  AND filter_thread_raw IS NOT NULL;'
 '[Table: line_scan_lens_16k3_5u] Query Type: Specification Lookup. Natural Language: Show all 16K 3.5µm lenses with their focal length, angular field of view, and price. Engineering Reasoning: Select `focus_length_mm`, `fov_degrees`, and `list_price` alongside `model_name`. SQL: SELECT model_name, focus_length_mm, fov_degrees, list_price\nFROM line_scan_lens_16k3_5u;'
 '[Table: line_scan_lens_16k3_5u] Dimension Attributes (aliases/synonyms: price, cost, weight, mass, diameter, width, size, length, compact, heavy): list_price: Catalogue sales price | size_diameter_mm: Physical outer diameter of the lens in millimeters | size_length_mm: Physical length of the lens body in millimeters | weight_g: Weight of the lens in grams'
 '[Table: line_scan_lens_16k3_5u] Optical Attributes (aliases/synonyms: focal length, aperture, F-number, f-stop, distortion, warping, FOV, field of view, magnification, brightness, speed): focus_length_mm: Focal length of the lens in millimeters | f_no_min: Minimum F-number (widest aperture) | f_no_max: Maximum F-number (smallest aperture) | tv_distortion_percent: TV distortion value in percent | fov_degrees: Field of view expressed in degrees | fov_mm: Field of view expressed in millimeters | magnification_min: Minimum optical magnification ratio | magnification_max: Maximum optical magnification ratio | relative_illuminance_percent: Relative illuminance at field edge as percentage of center']",The query checks if there are any 16K 3.5u lenses with a focal length of 60mm by selecting the model names and focusing on the specified focal length in the line_scan_lens_16k3_5u table.,0.7555555555303703,1.0,0.5,0.7230212096015526,q17_exact_focal_length,"{""resolution_target"": ""16K"", ""pixel_pitch_um"": 3.5}",5.0,"SELECT model_name
FROM line_scan_lens_16k3_5u
WHERE focus_length_mm = 60;",The query checks if there are any 16K 3.5u lenses with a focal length of 60mm by selecting the model names and focusing on the specified focal length in the line_scan_lens_16k3_5u table.
Show 8K 5u lenses sorted from cheapest to most expensive.,"SELECT model_name, list_price
FROM line_scan_lens_8k5u
ORDER BY list_price ASC;","['[Table: line_scan_lens_8k5u] Query Type: Working Distance Search. Natural Language: Show all 8K 5µm lenses with working distance greater than 200 mm. Engineering Reasoning: Filter `wd_mm` for long-range mounting requirements. SQL: SELECT model_name, wd_mm, focus_length_mm\nFROM line_scan_lens_8k5u\nWHERE wd_mm > 200;'
 '[Table: line_scan_lens_8k5u] Query Type: Ambiguous Engineering Terminology. Natural Language: What does ""relative illuminance"" mean, and which 8K 5µm lenses have the best edge-to-center brightness uniformity? Engineering Reasoning: `relative_illuminance_percent` measures how much light reaches the image edge relative to the center. Higher % = more uniform = less vignetting. Sort descending to find the most uniform lenses. SQL: SELECT model_name, relative_illuminance_percent\nFROM line_scan_lens_8k5u\nORDER BY relative_illuminance_percent DESC;'
 '[Table: line_scan_lens_8k5u] Query Type: Specification Lookup. Natural Language: List all 8K 5µm lenses with focal length, standard magnification, and list price. Engineering Reasoning: Retrieve three specification columns and the model identifier. SQL: SELECT model_name, focus_length_mm, standard_magnification, list_price\nFROM line_scan_lens_8k5u;'
 '[Table: line_scan_lens_8k5u] Query Type: Compatibility Reasoning. Natural Language: Which 8K 5µm lenses have a diameter under 60 mm and support a filter thread? Engineering Reasoning: Filter `size_diameter_mm` for compact form factor. Filter `filter_thread_raw` for filter support. SQL: SELECT model_name, size_diameter_mm, filter_thread_raw\nFROM line_scan_lens_8k5u\nWHERE size_diameter_mm < 60\n  AND filter_thread_raw IS NOT NULL;'
 '[Table: line_scan_lens_8k5u] Query Type: Attribute Filtering. Natural Language: Find 8K 5µm lenses with TV distortion less than or equal to 0.1%. Engineering Reasoning: Filter `tv_distortion_percent` for low-distortion lenses. Also retrieve `tv_distortion_operator` for context. SQL: SELECT model_name, tv_distortion_percent, tv_distortion_operator\nFROM line_scan_lens_8k5u\nWHERE tv_distortion_percent <= 0.1;']","The query selects the model names and list prices of 8K 5u line scan lenses from the catalog, sorts them in ascending order by price, and limits the results to 8.",0.5833333333041666,0.6666666666666666,0.5,0.6713343447521242,q18_price_sorting,"{""resolution_target"": ""8K"", ""pixel_pitch_um"": 5.0}",5.0,"SELECT model_name, list_price
FROM line_scan_lens_8k5u
ORDER BY list_price ASC;","The query selects the model names and list prices of 8K 5u line scan lenses from the catalog, sorts them in ascending order by price, and limits the results to 8."
"Find 4K 7 micron lenses designed for very long standoff distances, over 300mm.","SELECT model_name, wd_mm, focus_length_mm
FROM line_scan_lens_4k7u
WHERE wd_mm > 300;","['[Table: line_scan_lens_4k7u] Query Type: Working Distance Search. Natural Language: List all 4K 7µm lenses with working distance under 100 mm for close-range inspection. Engineering Reasoning: Filter `wd_mm` for short standoff distance requirements. SQL: SELECT model_name, wd_mm, focus_length_mm\nFROM line_scan_lens_4k7u\nWHERE wd_mm < 100;'
 '[Table: new_series_line_scan_lens_4k7u] Query Type: Working Distance Search. Natural Language: List new series 4K 7µm lenses with working distance between 50 mm and 150 mm. Engineering Reasoning: Range filter on `wd_mm` for short-to-mid range integration. SQL: SELECT model_name, wd_mm, focus_length_mm\nFROM new_series_line_scan_lens_4k7u\nWHERE wd_mm BETWEEN 50 AND 150;'
 '[Table: line_scan_lens_4k7u] Query Type: Specification Lookup. Natural Language: Show all 4K 7µm line scan lenses with focal length, working distance, and field of view. Engineering Reasoning: Select `focus_length_mm`, `wd_mm`, and `fov_mm` for all models. SQL: SELECT model_name, focus_length_mm, wd_mm, fov_mm\nFROM line_scan_lens_4k7u;'
 '[Table: line_scan_lens_4k7u] Query Type: Compatibility Reasoning. Natural Language: Which 4K 7µm lenses support a sensor image size of 29 mm or larger and have a filter thread? Engineering Reasoning: Filter `max_image_size_value` and `filter_thread_raw` for combined compatibility check. SQL: SELECT model_name, max_image_size_value, filter_thread_raw\nFROM line_scan_lens_4k7u\nWHERE max_image_size_value >= 29\n  AND filter_thread_raw IS NOT NULL;'
 '[Table: new_series_line_scan_lens_4k7u] Conjugate & Mount Attributes (aliases/synonyms: WD, standoff, clearance, working distance, track length, conjugate, mount, thread, flange): wd_mm: Working distance from lens to target in millimeters | flange_distance: Camera flange to sensor distance in millimeters | mount_raw: Raw text of camera mount type | filter_thread_raw: Raw text of filter thread specification']",The query selects the model names and working distances of 4K 7 micron lenses that have a working distance greater than 300mm.,0.3333333333,0.0,0.6666666666666666,0.5738151567610887,q19_extreme_standoff,"{""resolution_target"": ""4K"", ""pixel_pitch_um"": 7.0}",5.0,"SELECT model_name, wd_mm, focus_length_mm
FROM line_scan_lens_4k7u
WHERE wd_mm > 300;",The query selects the model names and working distances of 4K 7 micron lenses that have a working distance greater than 300mm.
What is the maximum and minimum magnification for coaxial line scan lenses?,"SELECT MAX(magnification_max) AS max_magnification,
       MIN(magnification_min) AS min_magnification
FROM coaxial_illumination_line_scan_lens;","[""[Table: coaxial_illumination_line_scan_lens] Query Type: Compatibility Reasoning. Natural Language: Which coaxial illumination line scan lenses support a maximum image size of at least 43 mm and use a C-mount? Engineering Reasoning: Filter `max_image_size_value` for large sensor coverage. Filter `mount_raw` for C-mount compatibility. SQL: SELECT model_name, max_image_size_value, mount_raw\nFROM coaxial_illumination_line_scan_lens\nWHERE max_image_size_value >= 43\n  AND mount_raw ILIKE '%C%';""
 '[Table: coaxial_illumination_line_scan_lens] Query Type: Working Distance Search. Natural Language: List all coaxial illumination line scan lenses with a working distance greater than 100 mm. Engineering Reasoning: Filter on `wd_mm` to find lenses suitable for applications requiring clearance between lens and target. SQL: SELECT model_name, wd_mm, focus_length_mm\nFROM coaxial_illumination_line_scan_lens\nWHERE wd_mm > 100;'
 '[Table: coaxial_illumination_line_scan_lens] Query Type: Attribute Filtering. Natural Language: Find all coaxial illumination line scan lenses with a minimum F-number of 2.8 or lower (i.e., fast aperture lenses). Engineering Reasoning: Filter on `f_no_min` to find lenses that support wide aperture settings. Lower F-number = faster lens = better in low-light or high-speed scenarios. SQL: SELECT model_name, f_no_min, f_no_raw\nFROM coaxial_illumination_line_scan_lens\nWHERE f_no_min <= 2.8;'
 '[Table: coaxial_illumination_line_scan_lens] Query Type: Specification Lookup. Natural Language: What are the focal length, working distance, and weight of all coaxial illumination line scan lenses? Engineering Reasoning: Select the identifying column and the three requested specification columns. No filtering needed — return all rows. SQL: SELECT model_name, focus_length_mm, wd_mm, weight_g\nFROM coaxial_illumination_line_scan_lens;'
 '[Table: coaxial_illumination_line_scan_lens] Optical Attributes (aliases/synonyms: focal length, aperture, F-number, f-stop, distortion, warping, FOV, field of view, magnification, brightness, speed): focus_length_mm: Focal length of the lens measured in millimeters | f_no_min: Minimum (most open) F-number supported by the lens | f_no_max: Maximum (most closed) F-number supported by the lens | tv_distortion_percent: TV distortion value expressed as a percentage | magnification_min: Minimum optical magnification ratio supported | magnification_max: Maximum optical magnification ratio supported']","The query retrieves the model names, minimum magnifications, and maximum magnifications for all coaxial line scan lenses in the catalog.",0.19999999998,1.0,1.0,0.8252242792598751,q20_coaxial_fov,"{""is_coaxial"": true}",5.0,"SELECT MAX(magnification_max) AS max_magnification,
       MIN(magnification_min) AS min_magnification
FROM coaxial_illumination_line_scan_lens;","The query retrieves the model names, minimum magnifications, and maximum magnifications for all coaxial line scan lenses in the catalog."
